Author,Study_Ref,Study_DOI,Exposure,Outcome,Instrument,Reported_Measure,Coeff_G_X,Coeff_G_X_SE,Coeff_G_Y,Coeff_G_Y_SE
Budu-Aggrey et al,[@budu-aggrey_evidence_2019],10.1371/journal.pmed.1002739,BMI,Psoriasis,rs492400,OR,0.02,0.00255102,-0.010050336,0.015306122
Budu-Aggrey et al,[@budu-aggrey_evidence_2019],10.1371/journal.pmed.1002739,BMI,Psoriasis,rs2176040,OR,0.01,0.00255102,0,0.020408163
Budu-Aggrey et al,[@budu-aggrey_evidence_2019],10.1371/journal.pmed.1002739,BMI,Psoriasis,rs6804842,OR,0.02,0.00255102,0.039220713,0.020408163
Budu-Aggrey et al,[@budu-aggrey_evidence_2019],10.1371/journal.pmed.1002739,BMI,Psoriasis,rs2365389,OR,0.02,0.005102041,0.009950331,0.020408163
Budu-Aggrey et al,[@budu-aggrey_evidence_2019],10.1371/journal.pmed.1002739,BMI,Psoriasis,rs3849570,OR,0.02,0.00255102,-0.010050336,0.020408163
Budu-Aggrey et al,[@budu-aggrey_evidence_2019],10.1371/journal.pmed.1002739,BMI,Psoriasis,rs13078960,OR,0.03,0.005102041,-0.030459207,0.020408163
Budu-Aggrey et al,[@budu-aggrey_evidence_2019],10.1371/journal.pmed.1002739,BMI,Psoriasis,rs16851483,OR,0.05,0.007653061,0.086177696,0.040816327
Budu-Aggrey et al,[@budu-aggrey_evidence_2019],10.1371/journal.pmed.1002739,BMI,Psoriasis,rs1516725,OR,0.04,0.00255102,-0.030459207,0.025510204
Budu-Aggrey et al,[@budu-aggrey_evidence_2019],10.1371/journal.pmed.1002739,BMI,Psoriasis,rs10938397,OR,0.04,0.005102041,-0.020202707,0.015306122
Budu-Aggrey et al,[@budu-aggrey_evidence_2019],10.1371/journal.pmed.1002739,BMI,Psoriasis,rs17001654,OR,0.03,0.005102041,-0.010050336,0.025510204
Budu-Aggrey et al,[@budu-aggrey_evidence_2019],10.1371/journal.pmed.1002739,BMI,Psoriasis,rs13107325,OR,0.05,0.007653061,0.039220713,0.035714286
Budu-Aggrey et al,[@budu-aggrey_evidence_2019],10.1371/journal.pmed.1002739,BMI,Psoriasis,rs11727676,OR,0.04,0.007653061,-0.020202707,0.035714286
Budu-Aggrey et al,[@budu-aggrey_evidence_2019],10.1371/journal.pmed.1002739,BMI,Psoriasis,rs2112347,OR,0.03,0.00255102,0.039220713,0.020408163
Budu-Aggrey et al,[@budu-aggrey_evidence_2019],10.1371/journal.pmed.1002739,BMI,Psoriasis,rs7715256,OR,0.02,0.00255102,-0.030459207,0.015306122
Budu-Aggrey et al,[@budu-aggrey_evidence_2019],10.1371/journal.pmed.1002739,BMI,Psoriasis,rs205262,OR,0.02,0.005102041,-0.010050336,0.020408163
Budu-Aggrey et al,[@budu-aggrey_evidence_2019],10.1371/journal.pmed.1002739,BMI,Psoriasis,rs2033529,OR,0.02,0.00255102,0.009950331,0.020408163
Budu-Aggrey et al,[@budu-aggrey_evidence_2019],10.1371/journal.pmed.1002739,BMI,Psoriasis,rs2207139,OR,0.04,0.00255102,-0.020202707,0.025510204
Budu-Aggrey et al,[@budu-aggrey_evidence_2019],10.1371/journal.pmed.1002739,BMI,Psoriasis,rs9400239,OR,0.02,0.00255102,-0.030459207,0.020408163
Budu-Aggrey et al,[@budu-aggrey_evidence_2019],10.1371/journal.pmed.1002739,BMI,Psoriasis,rs9374842,OR,0.02,0.00255102,0,0.020408163
Budu-Aggrey et al,[@budu-aggrey_evidence_2019],10.1371/journal.pmed.1002739,BMI,Psoriasis,rs13201877,OR,0.02,0.005102041,0.009950331,0.025510204
Budu-Aggrey et al,[@budu-aggrey_evidence_2019],10.1371/journal.pmed.1002739,BMI,Psoriasis,rs13191362,OR,0.03,0.005102041,0.019802627,0.025510204
Budu-Aggrey et al,[@budu-aggrey_evidence_2019],10.1371/journal.pmed.1002739,BMI,Psoriasis,rs1167827,OR,0.02,0.005102041,0,0.015306122
Budu-Aggrey et al,[@budu-aggrey_evidence_2019],10.1371/journal.pmed.1002739,BMI,Psoriasis,rs2245368,OR,0.03,0.005102041,0,0.040816327
Budu-Aggrey et al,[@budu-aggrey_evidence_2019],10.1371/journal.pmed.1002739,BMI,Psoriasis,rs9641123,OR,0.03,0.005102041,0.009950331,0.020408163
Budu-Aggrey et al,[@budu-aggrey_evidence_2019],10.1371/journal.pmed.1002739,BMI,Psoriasis,rs6465468,OR,0.02,0.00255102,-0.020202707,0.020408163
Budu-Aggrey et al,[@budu-aggrey_evidence_2019],10.1371/journal.pmed.1002739,BMI,Psoriasis,rs17405819,OR,0.02,0.00255102,0.009950331,0.020408163
Budu-Aggrey et al,[@budu-aggrey_evidence_2019],10.1371/journal.pmed.1002739,BMI,Psoriasis,rs16907751,OR,0.04,0.007653061,0,0.030612245
Budu-Aggrey et al,[@budu-aggrey_evidence_2019],10.1371/journal.pmed.1002739,BMI,Psoriasis,rs2033732,OR,0.02,0.005102041,0.019802627,0.020408163
Budu-Aggrey et al,[@budu-aggrey_evidence_2019],10.1371/journal.pmed.1002739,BMI,Psoriasis,rs4740619,OR,0.02,0.00255102,0.039220713,0.020408163
Budu-Aggrey et al,[@budu-aggrey_evidence_2019],10.1371/journal.pmed.1002739,BMI,Psoriasis,rs10968576,OR,0.02,0.00255102,0.009950331,0.020408163
Budu-Aggrey et al,[@budu-aggrey_evidence_2019],10.1371/journal.pmed.1002739,BMI,Psoriasis,rs6477694,OR,0.02,0.00255102,0,0.020408163
Budu-Aggrey et al,[@budu-aggrey_evidence_2019],10.1371/journal.pmed.1002739,BMI,Psoriasis,rs1928295,OR,0.02,0.00255102,0.048790164,0.020408163
Budu-Aggrey et al,[@budu-aggrey_evidence_2019],10.1371/journal.pmed.1002739,BMI,Psoriasis,rs10733682,OR,0.02,0.00255102,-0.010050336,0.020408163
Budu-Aggrey et al,[@budu-aggrey_evidence_2019],10.1371/journal.pmed.1002739,BMI,Psoriasis,rs7899106,OR,0.04,0.005102041,0.009950331,0.040816327
Budu-Aggrey et al,[@budu-aggrey_evidence_2019],10.1371/journal.pmed.1002739,BMI,Psoriasis,rs17094222,OR,0.02,0.00255102,0.029558802,0.025510204
Budu-Aggrey et al,[@budu-aggrey_evidence_2019],10.1371/journal.pmed.1002739,BMI,Psoriasis,rs11191560,OR,0.03,0.005102041,0.009950331,0.025510204
Budu-Aggrey et al,[@budu-aggrey_evidence_2019],10.1371/journal.pmed.1002739,BMI,Psoriasis,rs7903146,OR,0.02,0.00255102,-0.040821995,0.020408163
Budu-Aggrey et al,[@budu-aggrey_evidence_2019],10.1371/journal.pmed.1002739,BMI,Psoriasis,rs4256980,OR,0.02,0.00255102,-0.030459207,0.020408163
Budu-Aggrey et al,[@budu-aggrey_evidence_2019],10.1371/journal.pmed.1002739,BMI,Psoriasis,rs11030104,OR,0.04,0.005102041,0,0.020408163
Budu-Aggrey et al,[@budu-aggrey_evidence_2019],10.1371/journal.pmed.1002739,BMI,Psoriasis,rs2176598,OR,0.02,0.005102041,0.039220713,0.025510204
Budu-Aggrey et al,[@budu-aggrey_evidence_2019],10.1371/journal.pmed.1002739,BMI,Psoriasis,rs3817334,OR,0.03,0.00255102,0.029558802,0.020408163
Budu-Aggrey et al,[@budu-aggrey_evidence_2019],10.1371/journal.pmed.1002739,BMI,Psoriasis,rs12286929,OR,0.02,0.00255102,0.029558802,0.020408163
Budu-Aggrey et al,[@budu-aggrey_evidence_2019],10.1371/journal.pmed.1002739,BMI,Psoriasis,rs7138803,OR,0.03,0.00255102,-0.010050336,0.020408163
Budu-Aggrey et al,[@budu-aggrey_evidence_2019],10.1371/journal.pmed.1002739,BMI,Psoriasis,rs11057405,OR,0.03,0.005102041,-0.083381609,0.030612245
Budu-Aggrey et al,[@budu-aggrey_evidence_2019],10.1371/journal.pmed.1002739,BMI,Psoriasis,rs9581854*,OR,0.03,0.005102041,-0.051293294,0.020408163
Budu-Aggrey et al,[@budu-aggrey_evidence_2019],10.1371/journal.pmed.1002739,BMI,Psoriasis,rs12429545,OR,0.03,0.005102041,0.029558802,0.030612245
Budu-Aggrey et al,[@budu-aggrey_evidence_2019],10.1371/journal.pmed.1002739,BMI,Psoriasis,rs9540493,OR,0.02,0.005102041,0.019802627,0.020408163
Budu-Aggrey et al,[@budu-aggrey_evidence_2019],10.1371/journal.pmed.1002739,BMI,Psoriasis,rs1441264,OR,0.02,0.00255102,0.039220713,0.020408163
Budu-Aggrey et al,[@budu-aggrey_evidence_2019],10.1371/journal.pmed.1002739,BMI,Psoriasis,rs10132280,OR,0.02,0.00255102,0.009950331,0.025510204
Budu-Aggrey et al,[@budu-aggrey_evidence_2019],10.1371/journal.pmed.1002739,BMI,Psoriasis,rs12885454,OR,0.02,0.00255102,0.019802627,0.020408163
Budu-Aggrey et al,[@budu-aggrey_evidence_2019],10.1371/journal.pmed.1002739,BMI,Psoriasis,rs11847697,OR,0.05,0.007653061,0.067658648,0.051020408
Budu-Aggrey et al,[@budu-aggrey_evidence_2019],10.1371/journal.pmed.1002739,BMI,Psoriasis,rs7141420,OR,0.02,0.00255102,0.009950331,0.020408163
Budu-Aggrey et al,[@budu-aggrey_evidence_2019],10.1371/journal.pmed.1002739,BMI,Psoriasis,rs3736485,OR,0.02,0.00255102,-0.010050336,0.020408163
Budu-Aggrey et al,[@budu-aggrey_evidence_2019],10.1371/journal.pmed.1002739,BMI,Psoriasis,rs16951275,OR,0.03,0.005102041,0,0.020408163
Budu-Aggrey et al,[@budu-aggrey_evidence_2019],10.1371/journal.pmed.1002739,BMI,Psoriasis,rs7164727,OR,0.02,0.00255102,-0.020202707,0.015306122
Budu-Aggrey et al,[@budu-aggrey_evidence_2019],10.1371/journal.pmed.1002739,BMI,Psoriasis,rs758747,OR,0.02,0.00255102,0.048790164,0.025510204
Budu-Aggrey et al,[@budu-aggrey_evidence_2019],10.1371/journal.pmed.1002739,BMI,Psoriasis,rs12446632,OR,0.04,0.005102041,-0.030459207,0.030612245
Budu-Aggrey et al,[@budu-aggrey_evidence_2019],10.1371/journal.pmed.1002739,BMI,Psoriasis,rs2650492,OR,0.02,0.005102041,0.048790164,0.020408163
Budu-Aggrey et al,[@budu-aggrey_evidence_2019],10.1371/journal.pmed.1002739,BMI,Psoriasis,rs3888190,OR,0.03,0.00255102,0.058268908,0.015306122
Budu-Aggrey et al,[@budu-aggrey_evidence_2019],10.1371/journal.pmed.1002739,BMI,Psoriasis,rs4787491,OR,0.02,0.005102041,0.029558802,0.020408163
Budu-Aggrey et al,[@budu-aggrey_evidence_2019],10.1371/journal.pmed.1002739,BMI,Psoriasis,rs9925964,OR,0.02,0.00255102,0.09531018,0.020408163
Budu-Aggrey et al,[@budu-aggrey_evidence_2019],10.1371/journal.pmed.1002739,BMI,Psoriasis,rs2080454,OR,0.02,0.00255102,-0.010050336,0.020408163
Budu-Aggrey et al,[@budu-aggrey_evidence_2019],10.1371/journal.pmed.1002739,BMI,Psoriasis,rs1558902,OR,0.08,0.00255102,0.058268908,0.015306122
Budu-Aggrey et al,[@budu-aggrey_evidence_2019],10.1371/journal.pmed.1002739,BMI,Psoriasis,rs9914578,OR,0.02,0.005102041,0.039220713,0.025510204
Budu-Aggrey et al,[@budu-aggrey_evidence_2019],10.1371/journal.pmed.1002739,BMI,Psoriasis,rs1000940,OR,0.02,0.00255102,0,0.025510204
Budu-Aggrey et al,[@budu-aggrey_evidence_2019],10.1371/journal.pmed.1002739,BMI,Psoriasis,rs12940622,OR,0.02,0.00255102,0.029558802,0.020408163
Budu-Aggrey et al,[@budu-aggrey_evidence_2019],10.1371/journal.pmed.1002739,BMI,Psoriasis,rs1808579,OR,0.02,0.00255102,-0.030459207,0.015306122
Budu-Aggrey et al,[@budu-aggrey_evidence_2019],10.1371/journal.pmed.1002739,BMI,Psoriasis,rs7239883,OR,0.02,0.00255102,0.009950331,0.020408163
Budu-Aggrey et al,[@budu-aggrey_evidence_2019],10.1371/journal.pmed.1002739,BMI,Psoriasis,rs7243357,OR,0.02,0.005102041,0,0.025510204
Budu-Aggrey et al,[@budu-aggrey_evidence_2019],10.1371/journal.pmed.1002739,BMI,Psoriasis,rs6567160,OR,0.06,0.00255102,-0.020202707,0.020408163
Budu-Aggrey et al,[@budu-aggrey_evidence_2019],10.1371/journal.pmed.1002739,BMI,Psoriasis,rs17724992,OR,0.02,0.005102041,0.048790164,0.025510204
Budu-Aggrey et al,[@budu-aggrey_evidence_2019],10.1371/journal.pmed.1002739,BMI,Psoriasis,rs29941,OR,0.02,0.00255102,-0.010050336,0.020408163
Budu-Aggrey et al,[@budu-aggrey_evidence_2019],10.1371/journal.pmed.1002739,BMI,Psoriasis,rs2075650,OR,0.03,0.005102041,-0.010050336,0.025510204
Budu-Aggrey et al,[@budu-aggrey_evidence_2019],10.1371/journal.pmed.1002739,BMI,Psoriasis,rs2287019,OR,0.04,0.00255102,-0.040821995,0.020408163
Budu-Aggrey et al,[@budu-aggrey_evidence_2019],10.1371/journal.pmed.1002739,BMI,Psoriasis,rs3810291,OR,0.03,0.005102041,-0.061875404,0.020408163
Budu-Aggrey et al,[@budu-aggrey_evidence_2019],10.1371/journal.pmed.1002739,BMI,Psoriasis,rs6091540,OR,0.02,0.00255102,0.019802627,0.020408163
Budu-Aggrey et al,[@budu-aggrey_evidence_2019],10.1371/journal.pmed.1002739,BMI,Psoriasis,rs2836754,OR,0.02,0.00255102,0.048790164,0.015306122
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs10029034,OR ,0.012,0.002,0.023538,0.0594639
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs1009360,OR ,-0.018,0.002,0.062562,0.0572704
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs10152471,OR ,-0.014,0.002,0.046788,0.0578898
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs10172544,OR ,-0.011,0.002,-0.09117,0.0571868
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs10180284,OR ,-0.012,0.002,0.007561,0.0566736
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs10210970,OR ,0.023,0.003,-0.09473,0.0842824
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs10219951,OR ,0.019,0.003,0.029821,0.0883259
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs10242866,OR ,0.016,0.002,-0.03763,0.0583699
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs10261878,OR ,-0.025,0.004,-0.00794,0.1224061
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs1030472,OR ,0.023,0.002,0.038788,0.0696507
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs1037117,OR ,0.017,0.002,-0.00799,0.0638016
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs1043764,OR ,-0.017,0.003,-0.09551,0.0700992
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs1045241,OR ,-0.021,0.002,-0.06696,0.0638429
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs10455872,OR ,-0.044,0.004,-0.08698,0.1120941
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs1057868,OR ,0.012,0.002,-0.02049,0.0624232
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs1064725,OR ,-0.059,0.005,0.171193,0.1398694
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs10750766,OR ,0.019,0.002,0.025487,0.0624462
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs10773049,OR ,-0.029,0.002,0.001738,0.0574834
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs10775406,OR ,0.021,0.002,0.118226,0.0667726
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs1077835,OR ,0.047,0.002,-0.18662,0.0738395
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs10792091,OR ,0.017,0.003,-0.05608,0.0832788
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs10797119,OR ,0.016,0.002,-0.01706,0.0568267
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs10811662,OR ,-0.015,0.003,0.037402,0.0742508
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs10863828,OR ,-0.013,0.002,-0.02298,0.0667015
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs10883451,OR ,0.011,0.002,-0.0776,0.0568559
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs10899490,OR ,-0.017,0.003,0.08332,0.0759849
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs11030107,OR ,0.016,0.002,0.005734,0.0649674
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs11045171,OR ,-0.025,0.003,0.09511,0.0694209
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs11057397,OR ,-0.027,0.002,-0.01883,0.060101
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs11078597,OR ,0.019,0.003,-0.1041,0.0744452
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs11097128,OR ,-0.021,0.003,-0.00753,0.0870384
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs11100083,OR ,-0.016,0.002,-0.03461,0.0672504
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs11122450,OR ,-0.048,0.002,-0.03952,0.0584262
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs111500536,OR ,-0.042,0.004,-0.15713,0.1165524
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs111712708,OR ,-0.013,0.002,-0.05306,0.0581057
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs111831594,OR ,0.022,0.004,-0.07381,0.1083407
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs111914893,OR ,0.028,0.005,0.001489,0.1234602
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs11195952,OR ,-0.023,0.003,0.078913,0.0889142
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs11206374,OR ,0.025,0.002,0.079569,0.0670396
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs11216101,OR ,-0.046,0.006,0.312853,0.1590497
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs11216122,OR ,-0.043,0.004,0.144853,0.1278616
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs112162280,OR ,-0.013,0.002,0.058024,0.0612813
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs112259268,OR ,0.14,0.006,0.064176,0.1765745
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs11228377,OR ,-0.015,0.002,0.142376,0.0575639
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs11231161,OR ,0.017,0.002,-0.1496,0.0597788
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs112403212,OR ,0.018,0.003,0.050474,0.0802167
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs11240358,OR ,0.014,0.002,0.136426,0.0583588
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs112740904,OR ,-0.025,0.003,-0.07546,0.0828596
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs112923502,OR ,0.019,0.003,0.114168,0.0842922
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs113131063,OR ,-0.043,0.008,0.314935,0.2119378
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs1133400,OR ,0.014,0.002,0.03052,0.0679242
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs113344423,OR ,0.043,0.004,-0.06355,0.119402
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs113439801,OR ,-0.017,0.003,0.089246,0.0742775
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs1135062,OR ,-0.018,0.002,-0.07257,0.062972
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs113848747,OR ,0.043,0.007,0.169025,0.1835784
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs114796738,OR ,0.025,0.004,0.078589,0.1351319
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs114940462,OR ,-0.061,0.005,-0.05794,0.1373877
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs11620989,OR ,0.011,0.002,-0.03156,0.0590168
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs11629629,OR ,0.012,0.002,-0.02363,0.059625
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs11635675,OR ,0.024,0.002,0.034759,0.0595962
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs11643980,OR ,-0.014,0.003,0.002896,0.0692025
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs11657201,OR ,0.013,0.002,-0.02402,0.065586
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs116843064,OR ,-0.227,0.007,-0.04513,0.2138305
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs116995028,OR ,0.177,0.009,-0.12938,0.2526163
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs116998829,OR ,-0.029,0.005,-0.20006,0.1662943
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs1171617,OR ,0.016,0.002,-0.06807,0.0670928
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs117233107,OR ,-0.073,0.009,-0.05923,0.2500112
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs117291242,OR ,0.03,0.005,-0.04109,0.1630033
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs117619191,OR ,0.082,0.007,0.060116,0.2154042
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs11769620,OR ,0.023,0.004,0.049447,0.1136357
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs117781948,OR ,0.057,0.009,0.12174,0.2395755
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs1178982,OR ,-0.043,0.004,-0.01755,0.1091115
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs11824135,OR ,0.191,0.004,-0.05074,0.1100657
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs11903847,OR ,-0.013,0.002,-0.07467,0.0599607
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs11980456,OR ,0.012,0.002,0.003942,0.0622356
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs12140153,OR ,-0.022,0.003,0.060446,0.1037741
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs12185242,OR ,0.018,0.002,-0.00909,0.056965
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs12306007,OR ,0.016,0.003,0.107373,0.0788091
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs12369443,OR ,-0.014,0.003,0.00092,0.0715382
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs12415159,OR ,0.021,0.003,-0.03318,0.0805508
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs12422600,OR ,-0.013,0.002,0.071278,0.0582338
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs12424054,OR ,0.019,0.002,-0.0139,0.0680804
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs1242506,OR ,-0.014,0.002,0.126513,0.0658507
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs12446515,OR ,-0.033,0.002,-0.0829,0.0615893
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs12454712,OR ,-0.012,0.002,0.030064,0.0594573
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs12470242,OR ,0.023,0.003,0.089704,0.0713116
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs12479355,OR ,-0.019,0.002,0.00079,0.0695514
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs12504746,OR ,-0.015,0.003,0.13667,0.0694161
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs12530679,OR ,-0.012,0.002,0.086113,0.0564604
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs12574790,OR ,0.184,0.01,-0.25211,0.2494439
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs12591786,OR ,-0.018,0.003,-0.09522,0.0779298
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs12610709,OR ,0.022,0.003,0.066209,0.0759106
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs12669911,OR ,-0.012,0.002,0.042541,0.0580756
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs12791103,OR ,-0.072,0.003,0.086774,0.0981378
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs1281978,OR ,-0.011,0.002,0.021883,0.0569417
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs12824533,OR ,0.013,0.002,0.028364,0.0578037
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs12902047,OR ,-0.013,0.002,0.011721,0.0616677
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs12926107,OR ,0.013,0.002,-0.03189,0.0578605
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs12928099,OR ,-0.028,0.002,-0.04861,0.0621706
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs12944954,OR ,0.04,0.007,-0.12827,0.2014512
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs13064956,OR ,-0.02,0.003,-0.09212,0.0887284
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs13066793,OR ,-0.022,0.003,-0.04514,0.1069306
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs13101828,OR ,-0.012,0.002,-0.04538,0.0570139
Xie et al,[@xie_associations_2023],10.1002/hep.32728,T2DM,NAFLD,rs13107325,OR ,0.03,0.004,-0.01825,0.1011217
