2023,"Investigating causal relationships between genetically determined increased risk of attention-deficit/hyperactivity disorder (ADHD) and atopic dermatitis (AD): A Mendelian randomization analysis",16000625,"Experimental Dermatology","32","9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,2
2023,"Causal relationship between gastroesophageal reflux disease, Barrett's esophagus, and epilepsy: A bidirectional Mendelian randomization study",21623279,"Brain and Behavior","13","9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,2
2023,"Illuminating the potential causality of serum level of matrix metalloproteinases and the occurrence of cardiovascular and cerebrovascular diseases: a Mendelian randomization study",1435232X,"Journal of Human Genetics","68","9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,2
2023,"Association Between Prekallikrein and Stroke: A Mendelian Randomization Study",20479980,"Journal of the American Heart Association","12","16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,2
2023,"Univariable and multivariable mendelian randomization study revealed the modifiable risk factors of urolithiasis",19326203,"PLoS ONE","18","8 August",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2
2023,"Association of coffee consumption with type 2 diabetes and glycemic traits: a Mendelian randomization study",20056168,"Nutrition Research and Practice","17","4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,2
2023,"Age at Menarche, age at Natural Menopause, and Risk of Lung and Colorectal Cancers: A Mendelian Randomization Study",24721972,"Journal of the Endocrine Society","7","8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2
2023,"Genetic Predisposition to Periodontitis and Risk of Migraine: A Two-Sample Mendelian Randomization Study",21936536,"Neurology and Therapy","12","4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2
2023,"Systematic Screening of Associations between Medication Use and Risk of Neurodegenerative Diseases Using a Mendelian Randomization Approach",22279059,"Biomedicines","11","7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,2
2023,"Sex differences of the shared genetic landscapes between type 2 diabetes and peripheral artery disease in East Asians and Europeans",14321203,"Human Genetics","142","7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,2
2023,"Understanding the relationship between loneliness, substance use traits and psychiatric disorders: A genetically informed approach",18727123,"Psychiatry Research","325","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,2
2023,"The absence of association between anorexia nervosa and smoking: converging evidence across two studies",1435165X,"European Child and Adolescent Psychiatry","32","7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,2
2023,"Exploring causal effects of smoking and alcohol related lifestyle factors on self-report tiredness: A Mendelian randomization study",19326203,"PLoS ONE","18","6 JUNE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,2
2023,"Soluble adhesion molecules and functional outcome after ischemic stroke: A Mendelian randomization study",15328511,"Journal of Stroke and Cerebrovascular Diseases","32","6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2
2023,"Shared genetic architecture between attention-deficit/hyperactivity disorder and lifespan",1740634X,"Neuropsychopharmacology","48","7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,2
2023,"Genetically predicted selenium concentrations and thyroid function: A two-sample Mendelian randomization study",13652265,"Clinical Endocrinology","98","6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2
2023,"Ovarian Cancer and Parkinson’s Disease: A Bidirectional Mendelian Randomization Study",20770383,"Journal of Clinical Medicine","12","8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,2
2023,"Comparison of intergenerational instrumental variable analyses of body mass index and mortality in UK Biobank",14643685,"International Journal of Epidemiology","52","2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,2
2023,"Circulating macrophage colony-stimulating factor levels and stroke: A Mendelian randomization study",15328511,"Journal of Stroke and Cerebrovascular Diseases","32","4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,2
2023,"Body mass index and the risk of abdominal hernia: a Mendelian randomization study",12489204,"Hernia","27","2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2
2023,"Mendelian randomization found no causal relationship between omega-6 fatty acids and attention deficit hyperactivity disorder (ADHD)",25200518,"AME Medical Journal","8","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2
2023,"An integrated strategy to identify COVID-19 causal genes and characteristics represented by LRRC37A2",10969071,"Journal of Medical Virology","95","2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,2
2023,"Associations Between Mean Platelet Volume and Risk of Deep Vein Thrombosis: A Mendelian Randomization Study and a Retrospective Study",11787074,"International Journal of General Medicine","16","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,2
2023,"ST2 and CSF-1 as potential druggable targets of inflammatory bowel diseases: Results from two-sample Mendelian randomization study",17528062,"Clinical and Translational Science","16","2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2
2023,"The role of smoking and alcohol in mediating the effect of gastroesophageal reflux disease on lung cancer: A Mendelian randomization study",16648021,"Frontiers in Genetics","13","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2
2023,"Association between serum remnant cholesterol level and coronary heart disease and myocardial infarction: a two-sample Mendelian randomization study",10073949,"Zhongguo Dongmai Yinghua Zazhi","31","6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2
2023,"Causal effects from inflammatory bowel disease on liver function and disease: a two-sample Mendelian randomization study",2296858X,"Frontiers in Medicine","10","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2
2023,"Causal association of lipoprotein-associated phospholipids on the risk of sepsis: a Mendelian randomization study",16642392,"Frontiers in Endocrinology","14","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2
2023,"Evaluating the causal relationship between human blood metabolites and gastroesophageal reflux disease",19485204,"World Journal of Gastrointestinal Oncology","15","12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2
2023,"Absence of causal relationship between Parkinson’s disease and subsequent prostate cancer: evidence from meta-analysis and Mendelian randomization studies",2234943X,"Frontiers in Oncology","13","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2
2023,"Galectin-3 and peripheral artery disease: a Mendelian randomization study",2297055X,"Frontiers in Cardiovascular Medicine","10","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,2
2023,"Blood lipids, lipid-regulatory medications, and risk of bladder cancer: a Mendelian randomization study",2296861X,"Frontiers in Nutrition","10","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2
2023,"Associations of the circulating levels of cytokines with risk of ankylosing spondylitis: a Mendelian randomization study",16643224,"Frontiers in Immunology","14","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2
2023,"Genetic association and bidirectional Mendelian randomization for causality between gut microbiota and six lung diseases",2296858X,"Frontiers in Medicine","10","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2
2023,"Primary biliary cirrhosis and osteoporosis: a bidirectional two-sample Mendelian randomization study",16643224,"Frontiers in Immunology","14","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,2
2023,"Association of age at first sexual intercourse and lifetime number of sexual partners with cardiovascular diseases: a bi-directional Mendelian randomization study",2297055X,"Frontiers in Cardiovascular Medicine","10","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,2
2023,"Causal associations between common musculoskeletal disorders and dementia: a Mendelian randomization study",16634365,"Frontiers in Aging Neuroscience","15","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2
2023,"Identification of heel bone mineral density as a risk factor of Alzheimer’s disease by analyzing large-scale genome-wide association studies datasets",2296634X,"Frontiers in Cell and Developmental Biology","11","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2
2023,"Body composition and testosterone in men: a Mendelian randomization study",16642392,"Frontiers in Endocrinology","14","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2
2023,"Role of leisure sedentary behavior on type 2 diabetes and glycemic homeostasis: a Mendelian randomization analysis",16642392,"Frontiers in Endocrinology","14","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,2
2023,"Gut microbiota and risk of lower respiratory tract infections: a bidirectional two-sample Mendelian randomization study",1664302X,"Frontiers in Microbiology","14","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2
2023,"The causal relationship between sarcopenic obesity factors and benign prostate hyperplasia",16642392,"Frontiers in Endocrinology","14","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2
2023,"A bidirectional Mendelian randomization study of sarcopenia-related traits and inflammatory bowel diseases",16643224,"Frontiers in Immunology","14","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,2
2023,"Genetically predicted levels of circulating cytokines and the risk of six immune skin diseases: a two-sample Mendelian randomization study",16643224,"Frontiers in Immunology","14","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,2
2023,"Causal relationship between Butyricimonas and allergic asthma: a two-sample Mendelian randomization study",1664302X,"Frontiers in Microbiology","14","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2
2023,"Causality of occupational exposure on rheumatoid arthritis and ankylosing spondylitis: a two-sample mendelian randomization study",16643224,"Frontiers in Immunology","14","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2
2023,"Integrative Analyses of Mendelian Randomization and Transcriptomic Data Reveal No Association between Leptin and Chronic Obstructive Pulmonary Disease",15412563,"COPD: Journal of Chronic Obstructive Pulmonary Disease","20","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,2
2023,"Risk relationship between leukocyte telomere length and constipation: a Mendelian randomization study",2296858X,"Frontiers in Medicine","10","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2
2023,"Influence of genetically predicted autoimmune diseases on NAFLD",16643224,"Frontiers in Immunology","14","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,2
2023,"Causal effects of the gut microbiome on COVID-19 susceptibility and severity: a two-sample Mendelian randomization study",16643224,"Frontiers in Immunology","14","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2
2023,"Bidirectional association between hypothyroidism and myasthenia gravis: a Mendelian randomized study",17431328,"Neurological Research","46","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2
2023,"The causal relationship between multiple autoimmune diseases and nasal polyps",16643224,"Frontiers in Immunology","14","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2
2023,"No causal association between plasma cystatin C and cardiovascular diseases: Mendelian randomization analyses in UK biobank",2296858X,"Frontiers in Medicine","10","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2
2023,"Univariable and multivariable Mendelian randomization investigating the effects of telomere length on the risk of adverse pregnancy outcomes",16642392,"Frontiers in Endocrinology","14","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,2
2023,"Socioeconomic status may affect association of vegetable intake with risk of ischemic cardio-cerebral vascular disease: a Mendelian randomization study",2296861X,"Frontiers in Nutrition","10","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,2
2023,"No association between genetically predicted C-reactive protein levels and colorectal cancer survival in Korean: two-sample Mendelian randomization analysis",20927193,"Epidemiology and Health","45","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,2
2023,"Fetal genome predicted birth weight and polycystic ovary syndrome in later life: a Mendelian randomization study",16642392,"Frontiers in Endocrinology","14","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,2
2023,"Inflammatory Bowel Disease and Rosacea: A Two-Sample Mendelian Randomization Study",15298019,"Dermatologic Therapy","2023","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,2
2023,"A causal relationship between irritability and cardiovascular diseases: a Mendelian randomization study",2297055X,"Frontiers in Cardiovascular Medicine","10","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2
2023,"The Effects of Fatty Acids on Primary Liver Cancer: A Two-Sample Mendelian Randomization Study",15327914,"Nutrition and Cancer","75","7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2
2023,"Using Mendelian randomization analysis to determine the causal connection between unpleasant emotions and coronary atherosclerosis",2297055X,"Frontiers in Cardiovascular Medicine","10","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,2
2023,"Mendelian randomization to explore the direct or mediating associations between socioeconomic status and lung cancer",2234943X,"Frontiers in Oncology","13","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2
2023,"Type 2 diabetes and the risk of synovitis-tenosynovitis: a two-sample Mendelian randomization study",22962565,"Frontiers in Public Health","11","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2
2023,"The Associations Between Cataracts and Alzheimer's Disease: A Bidirectional Two-Sample Mendelian Randomization Study",18758908,"Journal of Alzheimer's Disease","92","4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,2
2023,"Women's reproductive traits and cerebral small-vessel disease: A two-sample Mendelian randomization study",16642295,"Frontiers in Neurology","14","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,2
2023,"Association between circulating leukocytes and arrhythmias: Mendelian randomization analysis in immuno-cardiac electrophysiology",16643224,"Frontiers in Immunology","14","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2
2023,"The causal effects of thyroid function and lipids on cholelithiasis: A Mendelian randomization analysis",16642392,"Frontiers in Endocrinology","14","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,2
2023,"Higher Plasma Levels of Valerate Produced by Gut Microbiota May Have a Beneficial Impact on Renal Function",2769707X,"Journal of the American Nutrition Association","42","6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,2
2023,"Association of demographic and clinical factors with risk of acute pancreatitis: An exposure-wide Mendelian randomization study",23249269,"Molecular Genetics and Genomic Medicine","11","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,2
2023,"Causal analysis of serum polyunsaturated fatty acids with juvenile idiopathic arthritis and ocular comorbidity",14765640,"European Journal of Clinical Nutrition","77","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2
2022,"Causal Effects of Circulating Lipid Traits on Epithelial Ovarian Cancer: A Two-Sample Mendelian Randomization Study",22181989,"Metabolites","12","12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2
2022,"Unravelling genetic causality of haematopoiesis on bone metabolism in human",1479683X,"European Journal of Endocrinology","187","6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2
2022,"Genetic causal inference between amblyopia and perinatal factors",20452322,"Scientific Reports","12","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,2
2022,"Genetically predicted higher educational attainment decreases the risk of stroke: a multivariable Mendelian randomization study",14712261,"BMC Cardiovascular Disorders","22","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2
2022,"Large-scale genetic correlation scanning and causal association between deep vein thrombosis and human blood metabolites",20452322,"Scientific Reports","12","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,2
2022,"Causal associations between blood pressure and the risk of myocardial infarction: A bidirectional Mendelian randomization study",2297055X,"Frontiers in Cardiovascular Medicine","9","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,2
2022,"Genetic predisposition to neurodegenerative diseases and risk of stroke: A Mendelian randomization study",1662453X,"Frontiers in Neuroscience","16","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,2
2022,"Relationship between lipids and sleep apnea: Mendelian randomization analysis",23078960,"World Journal of Clinical Cases","10","31",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2
2022,"Elevated fasting insulin results in snoring: A view emerged from causal evaluation of glycemic traits and snoring",13652362,"European Journal of Clinical Investigation","52","11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,2
2022,"Considering strategies for SNP selection in genetic and polygenic risk scores",16648021,"Frontiers in Genetics","13","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2
2022,"No causal effect of tea consumption on cardiovascular diseases: A two-sample Mendelian randomization study",2297055X,"Frontiers in Cardiovascular Medicine","9","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2
2022,"Insulin Response to Oral Glucose and Cardiometabolic Disease: A Mendelian Randomization Study to Assess Potential Causality",1939327X,"Diabetes","71","9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,2
2022,"Selective Machine Learning of the Average Treatment Effect with an Invalid Instrumental Variable",15337928,"Journal of Machine Learning Research","23","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,2
2022,"Fibrinogen in Alzheimer’s Disease, Parkinson’s Disease and Lewy Body Dementia: A Mendelian Randomization Study",16634365,"Frontiers in Aging Neuroscience","14","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,2
2022,"Nonparametric bounds in two-sample summary-data Mendelian randomization: Some cautionary tales for practice",10970258,"Statistics in Medicine","41","14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,2
2022,"Psychological factors as the risk factor of mouth ulcers: A two-sample Mendelian randomization study",14617277,"Journal of Health Psychology","27","7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,2
2022,"Associations between Genetically Proxied Inhibition of Lipid-Lowering Drug Targets and Serum Micronutrients among Individuals of European Descent: A Mendelian Randomization Study",15416100,"Journal of Nutrition","152","5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2
2022,"Examining Health Outcomes in Juvenile Idiopathic Arthritis: A Genetic Epidemiology Study",25785745,"ACR Open Rheumatology","4","4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,2
2022,"Genetically Predicted Circulating Levels of Antioxidants and Risk of Breast and Ovarian Cancer",19406215,"Cancer Prevention Research","15","4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2
2022,"Associations of Blood Caffeine and Genetically Predicted Coffee Consumption with Anthropometric Measures of Obesity: A Two Sample Mendelian Randomization Study",17604788,"Journal of Nutrition, Health and Aging","26","2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2
2022,"Non-Causal Effects of Asthma on COVID-19 Susceptibility and Severity",16648021,"Frontiers in Genetics","12","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,2
2022,"Analysis of the association between toxoplasma gondii infection and schizophrenia with two-sample Mendelian randomization method",10038507,"Modern Preventive Medicine","49","7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,2
2022,"Evaluating the Bidirectional Causal Association Between Daytime Napping and Alzheimer's Disease Using Mendelian Randomization",18758908,"Journal of Alzheimer's Disease","89","4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2
2022,"Causal Relationships between Relative Intake from the Macronutrients and Alzheimer's Disease: A Two-Sample Mendelian Randomization Study",18758908,"Journal of Alzheimer's Disease","87","2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,2
2022,"The Role of Copper and Zinc in Irritable Bowel Syndrome: A Mendelian Randomization Study",14766256,"American Journal of Epidemiology","191","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2
2021,"A causal web between chronotype and metabolic health traits",20734425,"Genes","12","7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,2
2021,"Habitual Sleep Duration, Daytime Napping, and Dietary Intake: A Mendelian Randomization Study",24752991,"Current Developments in Nutrition","5","3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,2
2021,"Adiponectin affects estimated glomerular filtration rate: A two-sample bidirectional Mendelian randomization study",14401797,"Nephrology","26","3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,2
2021,"Genetic Determinants of Increased Body Mass Index Partially Mediate the Effect of Elevated Birth Weight on the Increased Risk of Atrial Fibrillation",2297055X,"Frontiers in Cardiovascular Medicine","8","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2
2020,"Correspondence on 'Systemic evaluation of the relationship between psoriasis, psoriatic arthritis and osteoporosis: observational and Mendelian randomisation study'",14682060,"Annals of the Rheumatic Diseases","81","11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,2
2019,"Assessing the robustness of sisVIVE in a Mendelian randomization study to estimate the causal effect of body mass index on income using multiple SNPs from understanding society",10970258,"Statistics in Medicine","38","9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2
2018,"Causal Pathways from Blood Pressure to Larger Qrs Amplitudes a Mendelian Randomization Study",20452322,"Scientific Reports","8","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2
2018,"Genetically elevated high-density lipoprotein cholesterol through the cholesteryl ester transfer protein gene does not associate with risk of Alzheimer's disease",23528729,"Alzheimer's and Dementia: Diagnosis, Assessment and Disease Monitoring","10","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2
2024,"Association Between Serum Galectin-3 and Parkinson's Disease: A Two-Sample Mendelian Randomization Study",21623279,"Brain and Behavior","14","10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
2024,"Causal relationships between cerebral cortical structure and preeclampsia: insights from bidirectional Mendelian randomization and colocalization analysis",14602199,"Cerebral Cortex","34","10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
2024,"Exploring the heart-brain and brain-heart axes: Insights from a bidirectional Mendelian randomization study on brain cortical structure and cardiovascular disease",1095953X,"Neurobiology of Disease","200","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
2024,"Height and cancer risk in East Asians: Evidence from a prospective cohort study and Mendelian randomization analyses",1877783X,"Cancer Epidemiology","92","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
2024,"Proteome-and Transcriptome-Wide Genetic Analysis Identifies Biological Pathways and Candidate Drug Targets for Preeclampsia",25748300,"Circulation: Genomic and Precision Medicine","17","5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
2024,"Causal associations of physical activity and leisure sedentary behaviors with age at onset of Huntington's disease: A mendelian randomization study",18735126,"Parkinsonism and Related Disorders","127","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
